Keys,English,Vietnamese,Chinese (Simplified),$Chinese (Traditional),Japanese,French,German,Spanish,Portuguese [pt-PT],Arabic,Russian,Korean,Italian,Hindi,Philipine [tl],Indo,Thai,Turkis
TXT_BLASTER,Blaster,Máy Nổ,冲击波,,ブラスター,Foudroyeur,Blaster,Desintegrador,Lançador,مكبر,Бластер,블래스터,Blaster,ब्लास्टर,Blaster,Peledakan,บลาสเตอร์,Patlayıcı
TXT_BLIND_BOX,Blindbox,Hộp Mù,盲盒,,ブラインドボックス,Boîte Aveugle,Blindbox,Caja Ciega,Caixa Cega,Blindbox,Слепой Ящик,블라인드박스,Blindbox,ब्लाइंडबॉक्स,Blindbox,Kotak Buta,กล่องตาบอด,Kör Kutu
TXT_BLIND_CHEST,Blind Chest,Rương Mù,盲宝箱,,盲目の宝箱,Coffre Au Trésor Aveugle,Blinde Schatztruhe,Cofre Del Tesoro Ciego,Baú De Tesouro Cego,صندوق الكنز الأعمى,Слепой Сундук С Сокровищами,눈먼 보물 상자,Scrigno Del Tesoro Cieco,अंधा खज़ाना संदूक,Bulag Na Kaban Ng Kayamanan,Peti Harta Karun Buta,หีบสมบัติตาบอด,Kör Hazine Sandığı
TXT_BLUE_CHEST,Blue Chest,Rương Xanh,蓝宝箱,藍寶箱,青い寶箱,Boite Bleue,Blaue Box,Caja Azul,Caixa Azul,المربع الأزرق,Синяя Коробка,파란색 상자,Scatola Blu,नीला बॉक्स,Asul Na Kahon,Kotak Biru,กล่องสีน้ำเงิน,Mavi Kutu
TXT_BOARD_CHECK_IN,Check-in Board,Bảng Điểm Danh,值机板,值機板,チェックインボード,Tableau d'enregistrement,Check-in-Board,Tablero de registro,Painel de check-in,لوحة تسجيل الوصول,Регистрационная доска,체크인 보드,Tabellone per il check-in,चेक-इन बोर्ड,Check-in Board,Papan Check-in,บอร์ดเช็คอิน,Giriş Panosu
TXT_BONUS,Bonus,Thưởng,奖金,,ボーナス,Prime,Bonus,Prima,Bônus,علاوة,Бонус,보너스,Bonus,बक्शीश,Bonus,Bonus,โบนัส,Bonus
TXT_BONUS_PACK,Bonus Pack,Gói Thưởng,奖励包,,ボーナスパック,Pack Bonus,Bonuspaket,Paquete De Bonificación,Pacote De Bônus,حزمة المكافأة,Бонусный Пакет,보너스 팩,Pacchetto Bonus,बोनस पैक,Bonus Pack,Paket Bonus,แพ็คโบนัส,Bonus Paketi
TXT_BONUS_PACK_DESCRIPTION,Gain access to various in-game bonuses,Có quyền truy cập vào các phần thưởng khác nhau trong trò chơi,获得各种游戏内奖金,,さまざまなゲーム内ボーナスにアクセスできます,Accédez à divers bonus en jeu,Erhalten Sie Zugriff auf verschiedene Boni im Spiel,Obtén acceso a varios bonos en el juego,Ganhe acesso a vários bônus no jogo,احصل على إمكانية الوصول إلى المكافآت المتنوعة داخل اللعبة,Получите доступ к различным внутриигровым бонусам,다양한 게임 내 보너스에 액세스하세요,Ottieni l'accesso a vari bonus di gioco,विभिन्न इन-गेम बोनस तक पहुंच प्राप्त करें,Makakuha ng access sa iba't ibang in-game na bonus,Dapatkan akses ke berbagai bonus dalam game,เข้าถึงโบนัสในเกมต่างๆ,Çeşitli oyun içi bonuslara erişim kazanın
TXT_BOX_EMPTY_NOTIFY,The box is empty!,Hộp trống rỗng!,盒子是空的！,,箱は空です！,La boîte est vide !,Die Kiste ist leer!,¡La caja está vacía!,A caixa está vazia!,الصندوق فارغ!,Коробка пуста!,상자가 비어 있습니다!,La scatola è vuota!,डिब्बा खाली है!,Walang laman ang kahon!,Kotak itu kosong!,กล่องเปล่า!,Kutu boş!
TXT_BOX_OPEN_NOTIFY,The box is open!,Hộp đã mở!,盒子打开了！,,箱が開いた！,La boîte est ouverte !,Die Kiste ist geöffnet!,¡La caja está abierta!,A caixa está aberta!,الصندوق مفتوح!,Коробка открыта!,상자가 열려있습니다!,La scatola è aperta!,बक्सा खुला है!,Bukas ang kahon!,Kotaknya terbuka!,กล่องเปิดแล้ว!,Kutu açık!
TXT_BUY,BUY,MUA,买,,買う,Acheter,Kaufen,Comprar,Comprar,يشتري,Купить,구입하다,Acquistare,खरीदना,Bumili,Membeli,ซื้อ,Satın Almak
TXT_BUY_ALL,Buy All,Mua Tất Cả,全部购买,,全部買う,Tout Acheter,Alles Kaufen,Comprar Todo,Compre Tudo,شراء الكل,Купить Все,모두 사다,Compra Tutto,सभी खरीद,Bilhin Lahat,Beli Semuanya,ซื้อทั้งหมด,Hepsini Satın Al
TXT_BUY_NOW,Buy Now,Mua Ngay,立即购买,,今すぐ購入,Acheter Maintenant,Kaufe Jetzt,Comprar Ahora,Comprar Agora,اشتري الآن,Купить Сейчас,지금 구매,Acquista Ora,अभी खरीदें,Bumili Ka Na Ngayon,Beli Sekarang,ซื้อตอนนี้,Şimdi Satın Al
TXT_CANCEL,Cancel,Hủy Bỏ,取消,取消,キャンセル,Annuler,Stornieren,Cancelar,Cancelar,يلغي,Отмена,취소,Annulla,रद्द करना,Kanselahin,Membatalkan,ยกเลิก,Iptal Etmek
TXT_CANCEL_MATCHING,Cancel Matching,Hủy Tìm Trận,取消匹配,取消匹配,マッチングをキャンセルする,Annuler La Correspondance,Abgleich Abbrechen,Cancelar Coincidencia,Cancelar Correspondência,إلغاء المطابقة,Отменить Сопоставление,매칭 취소,Annullare La Corrispondenza,मिलान रद्द करें,Kanselahin Ang Pagtutugma,Membatalkan Pencocokan,ยกเลิกการจับคู่,Eşleştirmeyi Iptal Et
TXT_CANCEL_RESEARCH,Cancel Research,Hủy Bỏ Nghiên Cứu,取消研究,,研究を中止する,Annuler La Recherche,Forschung Abbrechen,Cancelar La Investigación,Cancelar Pesquisa,إلغاء الأبحاث,Отменить Исследование,연구 취소,Annullare La Ricerca,अनुसंधान रद्द करें,Kanselahin Ang Pananaliksik,Membatalkan Penelitian,ยกเลิกการวิจัย,Araştırmayı Iptal Et
TXT_CHAIN_STRIKE,Chain Strike,Liên Kích,连锁打击,連鎖打擊,チェーンストライク,Grève De La Chaîne,Kettenschlag,Huelga De Cadena,Greve Em Cadeia,ضربة سلسلة,Цепной Удар,연쇄 공격,Colpo Di Catena,चेन स्ट्राइक,Chain Strike,Serangan Berantai,การโจมตีด้วยโซ่,Zincirleme Grev
TXT_CHANGE_AVATAR,Edit Avatar,Đổi Avatar,编辑头像,,アバターを編集する,Modifier L'avatar,Avatar Bearbeiten,Editar Avatar,Editar Avatar,تحرير الصورة الرمزية,Изменить Аватар,아바타 편집,Modifica L'avatar,अवतार संपादित करें,I-Edit Ang Avatar,Mengedit Avatar,แก้ไขอวตาร,Avatarı Düzenle
TXT_CHANGE_NICKNAME,Change Name,Thay Đổi Tên,更改昵称,更改暱稱,ニックネームを変更する,Changer De Pseudo,Spitznamen Ändern,Cambiar Apodo,Mudar Apelido,تغيير إسم الكنية,Сменить Никнейм,닉네임 변경,Cambia Soprannome,उपनाम बदलें,Baguhin Ang Palayaw,Ganti Nama Panggilan,เปลี่ยนชื่อเล่น,Takma Adı Değiştir
TXT_CHANGE_NICKNAME_DESCRIPTION,"{0}-{1} letters
<color=purple>Special characters </color>are not allowed.","{0}-{1} ký tự
Không được sử dụng <color=purple>ký tự đặc biệt</color>.","{0}-{1} 个字母
<color=purple> 不允许使用特殊字符 </color>。",,"{0}-{1} 文字
<color=purple> 特殊文字 </color> は使用できません。","{0}-{1} lettres
<color=purple> Les caractères spéciaux </color> ne sont pas autorisés.","{0}-{1} Buchstaben
<color=purple> Sonderzeichen </color> sind nicht erlaubt.","{0}-{1} letras
<color=purple> No se permiten caracteres especiales </color>.","{0}-{1} letras
<color=purple> Caracteres especiais </color> não são permitidos.","{0}-{1} حروف
<color=purple> الأحرف الخاصة </color> غير مسموح بها.","{0}-{1} буквы
<color=purple> Специальные символы </color> не допускаются.","{0}-{1} 글자
<color=purple> 특수문자 </color>는 허용되지 않습니다.","{0}-{1} lettere
<color=purple> I caratteri speciali </color> non sono ammessi.","{0}-{1} अक्षर
<color=purple> विशेष वर्ण</color> की अनुमति नहीं है।","{0}-{1} mga titik
<color=purple> Hindi pinapayagan ang mga espesyal na character </color>.","{0}-{1} huruf
<color=purple> Karakter khusus </color> tidak diperbolehkan.","{0}-{1} ตัวอักษร
<color=purple> อักขระพิเศษ </color> ไม่ได้รับอนุญาต","{0}-{1} harf
<color=purple> Özel karakterlere </color> izin verilmez."
TXT_CHAPTER,Chapter,Chương,章节,章節,章,Chapitre,Kapitel,Capítulo,Capítulo,الفصل,Глава,장,Capitolo,अध्याय,Kabanata,Bab,บท,Bölüm
TXT_CHECK_IN_BOARD,Check-in Board,Bảng Điểm Danh,值机板,值機板,チェックインボード,Tableau d'enregistrement,Check-in-Board,Tablero de registro,Painel de check-in,لوحة تسجيل الوصول,Регистрационная доска,체크인 보드,Tabellone per il check-in,चेक-इन बोर्ड,Check-in Board,Papan Check-in,บอร์ดเช็คอิน,Giriş Panosu
TXT_CHECK_IN_DESCRIPTION,Check-in reward resets daily at 00:00 UTC.,Cài lại phần thưởng hằng ngày lúc 00:00 UTC.,签到奖励于每日 00:00 UTC 重置。,簽到獎勵於每日 00:00 UTC 重置。,チェックイン特典は毎日 00:00 UTC にリセットされます。,La récompense d'enregistrement est réinitialisée quotidiennement à 00h00 UTC.,Die Check-in-Prämie wird täglich um 00:00 UTC zurückgesetzt.,La recompensa de check-in se reinicia todos los días a las 00:00 UTC.,A recompensa de check-in é redefinida diariamente às 00:00 UTC.,يتم إعادة تعيين مكافأة تسجيل الوصول يوميًا الساعة 00:00 بالتوقيت العالمي المنسق.,Награда за регистрацию сбрасывается ежедневно в 00:00 UTC.,체크인 보상은 매일 00:00 UTC에 초기화됩니다.,Il premio per il check-in si azzera ogni giorno alle 00:00 UTC.,चेक-इन रिवॉर्ड प्रतिदिन 00:00 UTC पर रीसेट होता है।,Ang reward sa pag-check-in ay nagre-reset araw-araw sa 00:00 UTC.,Hadiah check-in disetel ulang setiap hari pada pukul 00:00 UTC.,รางวัลเช็คอินจะรีเซ็ตทุกวันเวลา 00:00 UTC,Check-in ödülü her gün 00:00 UTC'de sıfırlanır.
TXT_CHEST,Chest,Rương,宝箱,寶箱,宝箱,Coffre,Schatztruhe,Cofre Del Tesoro,Baú De Tesouro,صندوق كنز,Сундук С Сокровищами,보물 상자,Baule Del Tesoro,खजाने की मेज,Kaban Ng Kayamanan,Peti Harta Karun,หีบสมบัติ,Hazine Sandığı
TXT_CHEST_SLOT,Treasure Chest Slot,Rương Kho Báu,宝箱槽位,,宝箱スロット,Emplacement Pour Coffre Au Trésor,Schatztruhe-Slot,Ranura Para El Cofre Del Tesoro,Slot Para Baú De Tesouro,فتحة صندوق الكنز,Слот Для Сундука С Сокровищами,보물 상자 슬롯,Slot Per Il Forziere Del Tesoro,खजाना चेस्ट स्लॉट,Puwang Ng Treasure Chest,Slot Peti Harta Karun,ช่องหีบสมบัติ,Hazine Sandığı Yuvası
TXT_CLAIM,Claim,Nhận,收到,,受け取る,Recevoir,Erhalten,Recibir,Receber,يستلم,Получать,받다,Ricevere,प्राप्त करें,Tumanggap,Menerima,รับ,Almak
TXT_CLAIMED_REWARD,Claimed Reward,Phần Thưởng Đã Nhận,领取奖励,領取獎勵,請求された報酬,Récompense Réclamée,Beanspruchte Belohnung,Recompensa Reclamada,Recompensa Reivindicada,ادعى المكافأة,Требуемое Вознаграждение,청구된 보상,Premio Preteso,इनाम का दावा किया,Inaangkin Na Gantimpala,Imbalan Yang Diklaim,รับรางวัล,Talep Edilen Ödül
TXT_CLAIM_AGAIN,Claim Again,Nhận lại,再次索赔,,再び主張する,Réclamer À Nouveau,Noch Einmal Behaupten,Reclamar De Nuevo,Reivindicar Novamente,المطالبة مرة أخرى,Требовать Еще Раз,다시 청구하다,Rivendicare Nuovamente,फिर से दावा करें,Claim Ulit,Klaim Lagi,เรียกร้องอีกครั้ง,Tekrar Talep Et
TXT_CLAIM_ALL,Claim All,Yêu Cầu Tất Cả,索取全部,,すべてを主張する,Réclamer Tout,Alles Beanspruchen,Reclamar Todo,Reivindicar Tudo,المطالبة بكل شيء,Претендовать На Все,모두 주장하다,Pretendi Tutto,सभी पर दावा करें,I-Claim Lahat,Klaim Semuanya,เรียกร้องทั้งหมด,Hepsini Talep Et
TXT_CLAIM_DOUBLE,Claim Double,Nhận Gấp Đôi,索取双倍,索取雙倍,二重請求,Réclamer Le Double,Das Doppelte Beanspruchen,Reclamar El Doble,Reivindique O Dobro,مطالبة مزدوجة,Потребовать Двойной,이중 청구,Rivendicare Il Doppio,दोगुना दावा करें,Doble Ang Claim,Klaim Ganda,เรียกร้องสองเท่า,Çifte Iddia
TXT_CLAIM_HERO_X_TIMES,Claim Any Hero {x} Times,Yêu Cầu Bất Kỳ Anh Hùng Nào {x} Lần,领取任意英雄 {x} 次,領取任意英雄 {x} 次,任意のヒーローを {x} 回獲得する,Réclamez N'importe Quel Héros {x} fois,Beanspruche Einen Beliebigen Helden {x} Mal,Reclama Cualquier Héroe {x} Veces,Reivindique Qualquer Herói {x} Vezes,مطالبة أي بطل {x} مرة,заявить права на любого героя {x} раз,임의의 영웅 {x}번 획득,Rivendica Qualsiasi Eroe {x} Volte,किसी भी हीरो का दावा करें {x} बार,I-Claim Ang Any Hero {x} Times,Klaim Pahlawan Apa Saja {x} Kali,รับฮีโร่ใดก็ได้ {x} ครั้ง,Herhangi Bir Kahramanı {x} Kez Talep Edin
TXT_CLAIM_X_GOLD,Claim {x} Gold,Nhận {x} Vàng,领取 {x} 金币,領取 {x} 金幣,{x} 個のゴールドを請求する,Réclamez {x} Or,Fordere {x} Gold Ein,Reclama {x} Oro,Reivindique {x} Ouro,مطالبة {x} بالذهب,получите {x} золота,{x} 골드 청구,Richiedi {x} Oro,दावा {x} सोना,Mag-Claim Ng {x} Ginto,Klaim {x} Emas,รับทอง {x},{x} Altın Talep Et
TXT_CLEAR,Clear,Xóa Bỏ,清除,,クリア,Clair,Klar,Claro,Claro,واضح,Прозрачный,분명한,Chiaro,स्पष्ट,Malinaw,Jernih,ชัดเจน,Temizlemek
TXT_COIN,Coin,Xu,硬币,,コイン,Pièce De Monnaie,Münze,Acuñar,Moeda,عملة,Монета,동전,Coniare,सिक्का,Barya,Koin,เหรียญ,Madeni Para
TXT_COLLECTION,Collection,Bộ Sưu Tập,收藏,收藏,コレクション,Collection,Sammlung,Recopilación,Coleção,مجموعة,Коллекция,수집,Collezione,संग्रह,Koleksyon,Koleksi,ของสะสม,Toplamak
